Segment,Price,PromoSpend,Usage,Tenure,SupportTickets,CompetitorPrice,Region
C,8.8308,32.7095,0.8528,23,2,15.602,North
A,19.2976,16.0603,0.5559,20,1,18.802,South
A,12.8564,18.8201,0.2627,33,2,15.0485,East
B,20.8629,30.5074,0.5727,32,1,12.9597,North
B,8.5644,23.4857,0.2564,25,1,14.5307,East
A,21.5768,48.0559,0.3371,19,2,14.5346,South
C,15.1443,70.8742,0.5564,43,1,15.8553,North
A,13.352,90.7517,0.3791,12,3,13.9181,North
A,17.914,16.5135,0.9166,14,1,12.5057,South
A,13.7068,65.0603,0.403,16,2,14.0045,West
B,20.1121,25.452,0.4958,18,1,15.3103,North
A,14.2871,12.7871,0.0306,22,0,17.6436,East
C,11.8402,16.8894,0.5036,39,0,14.6247,North
C,20.1304,47.016,0.2974,38,0,15.8263,North
A,13.4352,46.8091,0.19,36,3,13.8627,South
B,11.9409,15.6103,0.7387,4,0,15.5387,East
A,20.3613,57.5793,0.0223,48,1,16.0497,East
C,14.1179,76.1152,0.6235,43,0,13.5936,East
C,9.8885,120.0,0.6932,19,0,13.4436,North
A,18.7315,16.2038,0.0964,20,0,13.9875,South
A,12.1499,19.8864,0.3308,18,3,17.0795,North
B,17.7463,12.6925,0.708,40,3,15.618,West
B,8.6288,29.1497,0.4827,19,1,14.5118,South
B,14.3214,20.6886,0.798,43,1,17.285,South
B,13.8205,77.5957,0.3736,13,1,17.1851,West
A,16.4758,10.6722,0.1512,44,0,12.4247,East
A,20.8751,22.6694,0.4758,46,1,15.7782,South
B,16.8456,17.3457,0.6816,22,1,14.8467,West
C,9.0733,42.4774,0.5192,45,1,14.4457,East
A,18.054,62.0274,0.5871,14,2,19.4641,South
C,13.8221,49.808,0.6489,42,1,13.5333,West
C,13.6336,21.176,0.7723,29,1,15.2184,West
B,15.6108,11.3477,0.1847,48,1,13.034,East
A,16.9082,35.6635,0.7458,2,0,12.6349,South
B,9.8618,23.852,0.217,23,2,14.5964,West
C,13.4626,45.4485,0.2949,7,0,15.8271,North
A,15.4744,18.5131,0.1094,6,1,14.8067,East
C,9.2158,16.9889,0.4359,33,1,15.2016,North
B,11.5003,34.5045,0.1146,27,1,14.6856,North
A,18.234,25.8142,0.4011,7,1,15.1615,West
C,10.0271,15.5685,0.9127,5,0,17.8357,North
B,9.4834,35.2985,0.1603,8,1,14.6216,East
C,9.6534,24.7107,0.8949,35,1,13.629,West
B,20.7499,48.3307,0.8177,30,0,13.3309,East
A,17.5257,33.2856,0.8231,12,1,16.8308,South
A,20.1038,7.761,0.7183,2,0,14.8937,East
A,20.6351,18.2444,0.1364,10,2,16.7292,West
C,13.1654,45.3651,0.4729,15,0,13.2339,North
B,8.5615,8.4221,0.5313,37,2,14.3257,East
A,18.4023,32.1447,0.2666,7,1,14.517,North
B,16.2966,35.4017,0.5574,40,0,13.2822,East
A,18.0799,22.2033,0.487,33,1,15.0218,West
A,8.658,22.3587,0.5431,4,4,16.1067,North
A,21.5581,33.0088,0.1415,6,0,16.1823,South
A,17.9293,35.223,0.3565,9,1,16.4074,East
B,14.0749,27.781,0.126,8,0,18.3162,North
C,8.0665,20.5403,0.765,35,1,17.0226,West
B,17.7675,43.2877,0.5833,6,0,16.2982,North
C,12.6348,26.3133,0.8524,45,1,13.5414,North
A,21.2217,52.8318,0.7337,11,1,16.5791,East
A,21.3841,34.4477,0.361,36,2,15.6545,West
A,20.068,7.2081,0.7004,30,1,12.8406,West
A,20.7204,87.3719,0.304,38,0,15.5941,East
B,13.9544,47.7888,0.5254,5,1,13.3927,North
C,10.6259,24.795,0.563,24,0,12.7433,South
C,9.7137,25.5641,0.6544,25,0,14.5331,West
B,20.125,8.9722,0.4539,19,1,17.1453,North
B,16.8682,120.0,0.456,3,0,16.5075,East
A,19.13,20.8411,0.6912,35,5,16.1944,West
C,11.2542,38.6146,0.787,16,1,11.2459,East
C,18.9882,27.9247,0.7829,45,0,20.3038,North
C,8.6675,38.2845,0.5321,29,0,14.3577,South
A,19.0518,14.8357,0.3692,2,0,13.8571,East
B,20.8389,33.3129,0.7803,34,0,13.3825,West
B,18.2297,61.5306,0.2787,10,0,12.139,West
C,12.0071,41.7112,0.571,15,1,13.2641,North
C,9.5465,81.688,0.5716,16,1,14.5482,East
B,19.67,43.153,0.4429,26,1,10.694,West
A,18.1593,27.1399,0.4687,4,2,11.7055,North
C,10.5576,37.3196,0.7043,29,0,17.7322,East
C,13.5058,42.7678,0.3811,20,0,16.7713,North
A,19.8999,18.6899,0.4897,11,0,12.5679,East
B,14.9,22.4582,0.5669,29,1,16.8284,East
B,8.8612,35.1088,0.364,2,1,15.6069,North
A,21.659,4.9925,0.3976,9,0,14.4325,North
B,16.1991,20.5406,0.5142,32,0,18.0627,West
A,15.8918,29.2746,0.5459,9,0,15.1135,South
A,18.9687,37.4768,0.3861,25,1,17.9411,South
B,10.8987,35.2338,0.7687,4,2,17.7374,East
A,20.8791,56.8932,0.276,15,0,14.249,East
C,13.6239,90.3604,0.8071,3,1,16.0581,West
C,16.1027,59.8527,0.8421,42,0,19.5586,West
C,9.9241,43.7622,0.6058,48,2,15.2623,East
A,20.8906,7.9228,0.4722,25,1,14.3704,West
A,13.8865,57.2646,0.3689,30,1,12.7252,South
A,20.98,44.4823,0.5221,20,0,13.8129,East
C,15.6102,37.7122,0.6457,35,0,12.6624,North
A,14.8229,5.0116,0.7784,47,1,11.7809,East
C,14.9042,45.1172,0.7628,36,0,14.6892,West
C,15.8953,30.3379,0.421,18,0,17.7355,North
C,21.6797,40.0447,0.5936,42,0,14.5643,North
B,14.8623,73.5796,0.3637,25,2,13.9342,West
B,18.3993,32.6847,0.6258,5,0,15.5703,West
B,16.2857,111.3633,0.1987,8,0,14.6106,East
B,13.033,5.9404,0.319,37,3,15.4364,North
B,15.6501,41.8784,0.4013,29,1,17.8495,East
C,15.3771,22.1661,0.7859,33,2,17.3234,North
A,16.3192,30.4741,0.6462,9,0,13.4113,South
B,18.486,45.0588,0.1821,40,0,13.2551,North
C,13.5128,63.1835,0.6659,9,1,18.9485,East
B,17.3799,38.6835,0.4385,31,1,13.3371,North
C,12.7776,46.8373,0.2531,9,0,14.7816,North
C,9.8153,60.6312,0.5948,12,2,15.3538,West
B,20.5239,70.9938,0.1828,32,0,15.8167,North
A,17.5029,29.2311,0.456,12,2,13.1755,South
B,18.4985,7.9604,0.5458,9,1,17.3708,North
C,9.773,27.8677,0.6262,23,0,19.0444,South
A,20.4191,29.2475,0.3575,31,2,17.644,North
B,17.8694,30.0296,0.294,5,0,16.7109,North
B,15.765,78.3678,0.4007,3,0,14.7262,West
B,16.3051,11.8914,0.2753,26,2,15.2811,North
C,10.5786,39.1404,0.3695,24,0,16.3166,West
B,21.3177,21.2335,0.4719,39,0,13.1376,North
C,15.3185,22.4681,0.6317,48,2,13.8116,North
B,8.2261,101.1974,0.4785,13,0,11.9208,South
B,20.0998,35.2447,0.4269,48,1,16.1307,West
A,14.972,34.3255,0.479,22,2,16.546,South
A,19.7977,15.3358,0.0665,26,1,14.5074,East
B,14.3249,30.5121,0.1871,42,0,17.9994,South
C,18.7224,97.0404,0.916,14,0,18.0388,South
C,11.2975,35.5695,0.527,12,1,15.4442,North
B,12.718,52.1233,0.2321,2,0,14.92,North
B,15.378,22.0174,0.5445,7,1,14.4016,East
B,20.4597,8.7331,0.7289,37,0,14.276,North
C,11.6459,11.1794,0.7232,7,0,16.951,North
A,18.329,112.6315,0.4343,31,4,13.7196,South
C,13.3075,118.0414,0.7,6,0,16.3557,North
C,14.2854,9.8303,0.6212,25,0,16.4902,West
C,13.568,39.9608,0.8455,48,0,14.2317,East
B,11.0883,14.8249,0.2566,9,1,16.6268,North
B,16.8125,7.7745,0.1816,6,0,16.7102,West
A,21.0629,39.4933,0.6354,6,1,15.0936,East
A,17.3786,19.1588,0.5712,43,2,18.9512,South
B,19.5327,12.3684,0.5942,24,0,15.0151,North
A,21.6615,27.1337,0.7576,20,1,16.0344,East
B,15.3914,21.3884,0.7258,29,0,13.7654,South
B,14.4829,12.5141,0.5706,46,1,13.4279,South
A,15.4439,14.6655,0.2867,13,0,13.8404,South
C,9.1634,19.0342,0.4455,34,0,16.8767,West
A,12.9164,25.0625,0.1465,33,3,15.4385,South
B,16.3771,24.1004,0.5475,21,0,18.2461,South
B,12.4493,43.145,0.1708,39,1,13.7307,West
C,11.9586,31.5208,0.6904,1,2,16.8702,North
A,15.3812,47.7701,0.3414,10,0,15.1919,North
A,15.0474,9.9708,0.1322,14,1,15.9534,South
C,11.4417,89.7964,0.7005,34,1,14.0947,East
C,11.8354,52.0896,0.7295,43,2,15.0142,East
B,10.7857,40.957,0.5858,6,1,14.3567,South
C,17.2882,20.9426,0.6675,32,0,14.3798,North
A,10.8702,17.3638,0.1896,7,1,10.328,North
C,9.9462,79.0641,0.4064,39,0,17.2628,East
B,19.6232,10.624,0.3731,35,1,13.7757,West
C,14.1946,59.289,0.8699,32,3,16.8933,East
A,16.658,58.6697,0.083,4,3,14.7042,South
A,21.7178,51.0867,0.4061,28,1,12.3295,South
A,17.4871,37.2092,0.4565,16,1,17.406,West
A,20.5064,89.8535,0.2522,20,1,14.7693,North
A,16.3531,48.5939,0.3043,1,0,13.3093,South
B,8.6297,49.9965,0.5759,2,2,15.4268,South
C,11.5439,103.709,0.4075,4,0,10.1765,North
A,20.9605,51.4026,0.0865,27,1,14.2076,North
C,9.8673,34.719,0.3031,30,1,14.0566,West
C,13.8114,98.3632,0.7132,43,1,16.46,North
B,20.4313,35.4041,0.8246,41,2,21.564,South
B,19.9708,35.2495,0.4267,29,1,13.774,North
A,15.8275,62.3821,0.3076,46,2,11.9582,South
A,18.3527,33.675,0.4335,43,1,17.3513,South
B,12.8729,82.3913,0.4562,18,1,15.623,East
A,19.5164,25.1932,0.7085,14,1,14.1129,West
C,9.6142,55.9517,0.3159,7,0,16.0859,North
C,11.8305,25.528,0.8813,23,1,13.9222,North
C,19.5675,64.8591,0.3594,42,1,16.5109,West
B,17.4571,21.2015,0.1786,29,0,16.4917,West
B,9.4264,52.2344,0.551,13,3,17.1641,West
C,16.8137,25.0524,0.8542,48,0,13.6357,South
A,21.767,32.5885,0.5599,30,0,13.2256,East
B,15.937,41.969,0.648,45,1,11.3327,East
C,12.6382,29.7927,0.6374,31,0,13.7789,South
C,18.8747,36.986,0.6309,13,0,16.3889,West
C,9.3646,35.3574,0.5177,41,0,15.6947,South
C,16.9906,37.5064,0.8653,45,1,15.5404,North
C,14.3902,41.5943,0.6336,28,0,15.0598,West
C,21.202,37.9483,0.8759,22,1,13.6915,North
C,10.1775,31.4016,0.6975,8,0,16.3026,South
C,12.4362,46.8302,0.3075,36,0,12.5631,West
C,13.0488,11.5728,0.3466,31,1,17.9245,North
A,14.4306,3.065,0.4076,17,1,15.996,South
C,11.5127,10.7401,0.7828,9,0,16.2192,West
A,17.0106,14.9823,0.2743,19,1,14.4062,North
B,15.1823,45.1313,0.6596,24,3,14.4639,West
C,8.4584,12.4975,0.6506,24,0,18.3763,East
C,18.9557,49.857,0.8203,16,0,14.6905,West
C,8.9043,18.2823,0.5743,36,0,13.4759,East
B,19.9898,57.6661,0.5075,12,0,12.7012,North
C,19.5836,46.1868,0.7245,47,0,11.6016,North
C,8.0966,56.3146,0.2762,47,0,13.3797,East
A,21.5744,13.9252,0.4854,22,1,18.1154,West
A,9.8594,37.3311,0.0921,22,1,14.3019,South
B,18.7996,120.0,0.4068,3,1,15.4671,North
C,14.5026,66.3414,0.6584,43,1,13.9528,East
A,21.9839,43.4332,0.6105,9,1,14.9961,West
A,19.6392,30.9428,0.7846,14,1,14.4755,East
C,12.5231,63.6727,0.4467,39,0,16.0641,West
C,8.334,111.5241,0.7572,14,1,16.2818,West
B,17.9418,61.0072,0.2584,24,0,14.4514,North
A,17.4472,8.695,0.3346,18,0,11.6088,East
A,20.307,16.3746,0.3634,12,0,15.4001,East
C,8.1614,10.7582,0.8007,15,1,16.7931,West
A,14.5898,20.8144,0.2882,48,2,12.4448,South
C,15.8482,28.2516,0.6911,27,0,15.6349,West
C,9.2354,49.6819,0.5283,31,0,13.2206,East
C,8.0396,69.1569,0.7004,48,1,13.2346,South
B,14.9947,47.9403,0.3127,29,0,13.8137,South
B,11.484,15.1184,0.3854,44,2,16.1346,West
A,19.2065,25.5366,0.6359,47,4,14.6108,West
A,18.3461,22.2283,0.1521,41,0,17.6345,South
A,21.5963,83.7213,0.2052,15,0,15.1191,West
B,17.5436,72.6254,0.4699,30,1,15.6618,East
A,20.8483,4.8932,0.2292,21,2,14.7804,East
B,10.8735,79.7997,0.1336,46,0,18.5621,South
B,14.0501,59.2072,0.263,37,1,12.5091,North
A,13.1487,90.7961,0.4808,15,1,18.6343,South
C,8.6415,7.7355,0.8353,8,0,13.6421,West
C,13.2552,36.7073,0.8531,39,0,13.6287,East
A,17.1629,34.6387,0.6461,34,2,13.7255,South
B,17.2715,4.4092,0.2344,43,1,16.8858,North
C,12.1457,50.8536,0.7711,35,0,14.1109,North
A,16.8604,18.7148,0.7076,1,2,14.5501,East
B,19.6416,50.3789,0.265,18,0,18.7577,West
A,10.9122,28.1762,0.4564,24,1,15.9956,West
A,21.5434,50.5531,0.5775,15,2,16.7725,East
C,10.9623,20.7956,0.5856,39,1,16.8354,West
B,9.0377,39.5732,0.1057,25,0,13.9481,West
C,10.9391,27.3296,0.677,14,1,13.5341,North
B,18.506,8.548,0.6,40,0,14.2473,East
B,11.131,60.1115,0.397,15,1,13.7861,East
B,19.5321,37.4112,0.4981,17,1,13.3243,West
A,21.3474,29.6921,0.3153,34,0,12.5139,North
A,19.218,36.6083,0.6049,11,0,14.3664,West
C,12.8792,33.3482,0.7935,15,1,18.1954,West
C,18.2003,38.0204,0.4292,36,0,14.4016,North
A,18.914,42.568,0.2535,18,1,19.5043,West
B,13.2501,14.8258,0.3429,28,1,16.1498,North
B,16.1967,50.5403,0.465,11,0,16.8292,East
B,14.4614,56.6131,0.4076,32,1,14.8964,West
A,11.1121,50.6387,0.104,22,1,12.7771,East
B,10.2459,25.127,0.2931,30,2,14.2274,West
B,10.1148,6.8553,0.3982,45,3,15.9087,West
C,14.513,31.4246,0.6495,11,0,16.7428,North
B,16.6486,41.9292,0.8258,28,1,17.9828,South
B,16.5385,41.7336,0.298,41,0,12.7049,East
B,16.9475,18.8376,0.4328,32,1,14.7645,North
C,14.831,52.6756,0.6163,27,1,13.6037,West
A,18.7189,11.9189,0.4682,8,1,18.2392,East
A,15.3911,17.5214,0.4303,13,2,13.9878,West
C,9.1755,73.6991,0.946,33,1,12.6244,East
C,8.2043,35.2701,0.5674,2,1,15.0246,North
B,20.0659,18.591,0.6482,25,2,15.9516,North
B,20.6882,21.4139,0.8997,20,1,15.6835,North
B,19.1733,46.5731,0.3304,21,0,15.9038,North
A,18.6211,52.5448,0.4575,15,0,14.0633,South
C,9.3451,120.0,0.3706,22,1,13.68,North
C,11.4779,26.2816,0.6381,13,0,15.6553,North
C,14.7453,4.2744,0.71,44,1,13.872,West
C,14.168,15.9486,0.6644,11,1,14.1549,North
B,18.1624,78.3184,0.6148,39,0,14.892,South
C,11.3165,50.0263,0.2745,28,0,12.1385,North
C,8.6884,35.491,0.3359,17,0,16.8119,West
A,17.9836,14.6765,0.4308,3,0,16.4967,North
A,13.7617,12.6085,0.7708,2,1,16.9651,South
B,14.4158,76.5905,0.8452,15,1,13.2168,South
A,20.8867,20.2101,0.1408,44,1,16.4195,East
A,11.736,20.3415,0.1794,3,2,13.7002,West
B,13.577,28.4547,0.4435,10,1,17.632,South
C,14.4678,76.2604,0.6411,13,1,14.0723,West
B,8.0817,34.5987,0.3581,16,0,14.8528,West
A,8.485,43.8381,0.2053,22,1,14.7572,South
B,13.7877,5.8601,0.8445,27,1,15.7162,West
A,14.9334,120.0,0.3264,32,3,16.7064,North
B,14.3909,48.635,0.571,44,1,12.365,South
C,19.2441,81.4231,0.3481,39,0,8.8396,North
A,18.2117,7.0746,0.5735,24,1,12.5852,East
C,16.7601,60.5283,0.6407,38,0,13.2726,North
C,9.824,14.7604,0.368,2,1,16.4776,North
A,15.8945,34.3118,0.3273,16,1,14.9785,West
A,21.1009,8.7103,0.3578,13,0,17.8398,West
C,17.648,99.7812,0.6619,3,0,15.8754,West
B,15.0083,48.684,0.6985,1,1,16.3281,East
C,13.497,36.5717,0.3705,47,0,15.2626,East
A,20.6102,28.4476,0.2499,25,0,14.1036,South
A,19.4943,20.4246,0.2325,11,4,15.7167,West
C,9.8809,11.5427,0.5227,46,1,12.9401,West
B,12.975,74.0969,0.3412,31,0,17.0831,South
C,13.619,64.3901,0.8703,3,0,14.9091,West
B,10.1579,14.9034,0.1673,38,0,11.3184,West
B,9.3681,55.531,0.0939,20,0,15.2925,East
C,9.894,80.8903,0.669,12,1,13.5546,South
C,16.3826,16.4294,0.8047,13,1,14.6921,West
C,10.1915,34.1929,0.5379,41,0,13.9463,West
B,11.1733,28.6877,0.4315,36,1,11.4472,West
B,18.4698,54.0393,0.3484,19,0,12.0158,North
A,12.2048,18.0744,0.1559,25,0,11.3441,East
C,8.9807,21.2555,0.6666,2,0,14.6757,East
A,8.4298,33.3184,0.2362,21,2,15.3253,South
C,14.5793,101.4989,0.7148,48,0,14.2579,East
A,13.6704,73.9893,0.3486,10,1,14.2553,South
A,19.5391,85.4509,0.3743,23,0,13.9676,East
A,17.7997,26.9318,0.2256,35,2,11.4342,East
B,19.5585,7.8276,0.2608,19,0,13.9664,West
A,18.7532,25.0663,0.6396,35,1,12.8975,West
B,16.5867,22.261,0.7607,35,2,17.0965,West
B,17.5885,31.8468,0.1475,16,0,13.4694,North
B,16.7092,57.8686,0.1388,45,0,14.33,West
B,8.0014,120.0,0.0461,44,1,14.6358,South
A,18.5963,34.5828,0.1499,15,0,12.1791,South
B,14.3944,61.515,0.6601,44,1,11.4542,East
C,12.9767,43.2687,0.423,12,0,16.9102,East
C,10.3071,34.0045,0.4851,28,0,11.1047,West
A,17.8116,5.6582,0.2037,19,1,15.3178,South
B,13.0569,60.4473,0.2829,18,0,13.5381,East
A,18.4142,51.997,0.3971,46,1,14.0788,South
C,14.8624,35.2083,0.7126,6,0,17.2612,West
A,15.6108,27.3424,0.2125,16,1,16.1826,East
B,17.1186,73.0244,0.3278,34,1,13.6191,East
B,17.8339,7.5039,0.6374,45,2,10.8221,West
C,10.7281,3.5803,0.6973,35,0,14.9726,North
B,15.6057,72.1566,0.5102,11,0,14.9393,West
C,8.0712,32.6612,0.3393,30,1,12.5858,West
A,21.4149,38.9901,0.6004,2,3,17.9056,South
C,14.977,53.7049,0.6706,35,1,12.2244,North
B,21.5436,39.5296,0.5414,25,0,15.8393,West
A,21.2391,13.687,0.104,8,0,15.122,South
C,11.1161,24.942,0.3042,8,0,15.475,North
A,20.4114,18.477,0.6964,4,0,14.3244,North
A,18.1251,38.7585,0.4849,12,1,13.3221,West
C,8.1102,53.0985,0.4725,33,1,14.7892,West
A,18.0857,8.0064,0.2746,17,2,14.3976,North
A,16.3698,30.1628,0.3159,48,3,17.5244,South
C,9.6115,26.6826,0.6213,21,1,20.0789,North
B,15.5499,68.8605,0.6173,11,1,15.9608,South
B,18.4403,40.6542,0.268,16,0,9.1179,West
C,8.7571,28.2882,0.1997,34,0,13.9622,East
C,12.6178,26.427,0.4946,9,0,13.8746,North
C,11.8098,29.82,0.5687,40,1,16.5033,West
B,20.0984,44.4746,0.292,36,0,15.0361,East
B,18.9086,41.5684,0.2197,47,2,14.8395,North
C,14.4492,82.1063,0.7295,45,1,17.5938,South
B,8.744,45.0242,0.4736,37,2,13.4651,South
C,11.3171,23.0901,0.8032,26,3,16.3999,East
A,20.826,12.7418,0.6208,6,1,15.3384,South
B,14.7814,15.2912,0.2085,1,0,13.0999,West
A,17.7667,60.085,0.4543,17,1,20.6056,West
A,11.0525,64.5861,0.1459,41,2,9.9497,South
C,12.7964,33.9771,0.3223,47,0,11.7183,West
C,12.3666,80.2009,0.5876,26,0,19.0196,North
B,10.6076,34.9898,0.321,45,1,14.4183,West
B,14.1115,37.8185,0.6468,12,0,14.1916,South
B,18.1621,17.3846,0.5661,44,3,14.1303,North
A,15.424,14.0239,0.7479,4,3,17.1274,East
C,11.7308,21.8062,0.6909,15,1,12.3606,North
A,18.9873,24.8395,0.0946,30,0,13.9487,South
B,12.767,39.9198,0.5476,31,0,17.5579,South
A,20.4509,43.1549,0.5502,5,0,14.8349,North
C,14.4728,117.8235,0.5943,8,0,16.1045,East
A,13.8801,8.5829,0.4262,4,0,12.7283,East
C,11.5414,13.4245,0.4498,6,0,15.1067,West
A,18.4443,39.9072,0.4311,44,2,15.9818,East
B,16.8966,28.974,0.5754,39,1,15.7237,East
B,14.0046,8.5067,0.0806,1,0,16.2038,West
